State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andaman and Nicobar Islands,NICOBARS,2000,Kharif     ,Arecanut,1254.00,2000.00
Andaman and Nicobar Islands,NICOBARS,2000,Kharif     ,Other Kharif pulses,2.00,1.00
Andaman and Nicobar Islands,NICOBARS,2000,Kharif     ,Rice,102.00,321.00
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Banana,176.00,641.00
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Cashewnut,720.00,165.00
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Coconut ,18168.00,65100000.00
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Dry ginger,36.00,100.00
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Sugarcane,1.00,2.00
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Sweet potato,5.00,15.00
Andaman and Nicobar Islands,NICOBARS,2000,Whole Year ,Tapioca,40.00,169.00
Andaman and Nicobar Islands,NICOBARS,2001,Kharif     ,Arecanut,1254.00,2061.00
Andaman and Nicobar Islands,NICOBARS,2001,Kharif     ,Other Kharif pulses,2.00,1.00
Andaman and Nicobar Islands,NICOBARS,2001,Kharif     ,Rice,83.00,300.00
Andaman and Nicobar Islands,NICOBARS,2001,Whole Year ,Cashewnut,719.00,192.00
Andaman and Nicobar Islands,NICOBARS,2001,Whole Year ,Coconut ,18190.00,64430000.00
Andaman and Nicobar Islands,NICOBARS,2001,Whole Year ,Dry ginger,46.00,100.00
Andaman and Nicobar Islands,NICOBARS,2001,Whole Year ,Sugarcane,1.00,1.00
Andaman and Nicobar Islands,NICOBARS,2001,Whole Year ,Sweet potato,11.00,33.00
Andaman and Nicobar Islands,NICOBARS,2002,Kharif     ,Rice,189.20,510.84
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Arecanut,1258.00,2083.00
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Banana,213.00,1278.00
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Black pepper,63.00,13.50
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Cashewnut,719.00,208.00
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Coconut ,18240.00,67490000.00
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Dry chillies,413.00,28.80
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Dry ginger,47.30,133.00
Andaman and Nicobar Islands,NICOBARS,2002,Whole Year ,Sugarcane,5.00,40.00
Andaman and Nicobar Islands,NICOBARS,2003,Kharif     ,Rice,52.00,90.17
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Arecanut,1261.00,1525.00
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Banana,266.00,1763.00
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Black pepper,75.50,15.86
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Cashewnut,717.00,208.50
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Coconut ,18284.74,68580000.00
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Dry chillies,60.00,102.00
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,Dry ginger,102.00,326.40
Andaman and Nicobar Islands,NICOBARS,2003,Whole Year ,other oilseeds,4.20,.30
Andaman and Nicobar Islands,NICOBARS,2004,Kharif     ,Rice,52.94,72.57
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Arecanut,1264.70,805.85
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Banana,66.42,404.12
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Black pepper,85.00,15.86
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Cashewnut,683.50,197.90
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Coconut ,18394.70,52380000.00
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Dry chillies,60.00,145.20
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,Dry ginger,118.00,366.00
Andaman and Nicobar Islands,NICOBARS,2004,Whole Year ,other oilseeds,1.00,.11
Andaman and Nicobar Islands,NICOBARS,2005,Kharif     ,Rice,2.09,12.06
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year ,Arecanut,795.67,
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year ,Banana,22.00,582.00
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year ,Black pepper,41.00,.10
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year ,Cashewnut,450.00,55.80
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year ,Coconut ,13876.57,52030000.00
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year ,Dry chillies,17.00,
Andaman and Nicobar Islands,NICOBARS,2005,Whole Year ,Turmeric,10.00,70.00
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Arecanut,896.00,477.60
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Banana,198.00,976.00
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Black pepper,22.16,.68
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Cashewnut,450.00,85.13
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Coconut ,14358.00,59370000.00
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Dry chillies,3.00,9.00
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Dry ginger,6.00,21.00
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Sugarcane,.20,.50
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Sweet potato,18.00,86.00
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Tapioca,52.03,450.00
Andaman and Nicobar Islands,NICOBARS,2006,Whole Year ,Turmeric,2.50,1.03
Andaman and Nicobar Islands,NICOBARS,2010,Autumn     ,Rice,3.50,10.00
Andaman and Nicobar Islands,NICOBARS,2010,Autumn     ,Sugarcane,13.40,41.75
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Arecanut,944.00,1610.00
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Black pepper,23.00,8.50
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Cashewnut,1000.50,260.50
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Dry chillies,12.00,25.00
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Dry ginger,7.00,9.64
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Maize,3.84,18.22
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Moong(Green Gram),1.50,1.10
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Sweet potato,22.00,208.00
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Turmeric,2.00,.50
Andaman and Nicobar Islands,NICOBARS,2010,Rabi       ,Urad,1.50,1.16
Andaman and Nicobar Islands,NICOBARS,2010,Whole Year ,Banana,593.00,3425.00
Andaman and Nicobar Islands,NICOBARS,2010,Whole Year ,Coconut ,14560.00,71300000.00
Andaman and Nicobar Islands,NICOBARS,2010,Whole Year ,Tapioca,69.00,575.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Kharif     ,Arecanut,3100.00,5200.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Kharif     ,Other Kharif pulses,668.00,448.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Kharif     ,Rice,10779.00,31863.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Banana,1531.00,12073.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Cashewnut,80.00,54.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Coconut ,6992.00,23900000.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Dry ginger,352.00,1120.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,other oilseeds,133.00,55.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Sugarcane,141.00,3736.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Sweet potato,78.00,843.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2000,Whole Year ,Tapioca,160.00,2108.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Kharif     ,Arecanut,3100.00,5239.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Kharif     ,Other Kharif pulses,418.00,199.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Kharif     ,Rice,9718.00,27033.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year ,Cashewnut,81.00,33.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year ,Coconut ,7015.00,25250000.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year ,Dry ginger,344.00,1124.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year ,Sugarcane,81.00,2379.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2001,Whole Year ,Sweet potato,100.00,5.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Kharif     ,Rice,6854.30,18995.62
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Arecanut,1160.00,3011.70
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Banana,957.57,8582.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Black pepper,175.00,191.14
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Cashewnut,40.50,44.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Coconut ,3575.00,15400000.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Dry chillies,235.72,824.30
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Dry ginger,98.66,929.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,other oilseeds,35.62,21.40
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Sugarcane,71.30,1500.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Sweet potato,30.00,240.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Tapioca,255.00,1420.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2006,Whole Year ,Turmeric,68.00,408.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Autumn     ,Rice,6791.00,20118.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Autumn     ,Sugarcane,73.33,889.20
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Arecanut,1296.00,2290.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Arhar/Tur,294.50,90.80
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Black pepper,168.00,13.50
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Cashewnut,84.50,39.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Dry chillies,254.00,402.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Dry ginger,110.00,1011.84
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Groundnut,4.75,6.80
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Maize,86.70,96.40
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Moong(Green Gram),1168.60,556.55
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Sunflower,2.90,1.90
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Sweet potato,109.00,480.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Turmeric,68.00,376.50
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Rabi       ,Urad,1059.50,458.79
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year ,Banana,657.00,7968.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year ,Coconut ,3668.00,12700000.00
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year ,Tapioca,186.50,1355.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Kharif     ,Rice,10695.80,31600.82
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Arecanut,3105.00,5267.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Banana,1524.00,10882.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Black pepper,487.00,102.50
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Cashewnut,81.00,24.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Coconut ,7060.00,26830000.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Dry chillies,239.00,20.90
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Dry ginger,352.00,1145.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,other oilseeds,85.10,40.31
Andaman and Nicobar Islands,SOUTH ANDAMANS,2002,Whole Year ,Sugarcane,455.00,13760.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Kharif     ,Rice,10509.37,30760.70
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Arecanut,3118.00,5182.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Banana,1530.00,11558.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Black pepper,497.00,104.37
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Cashewnut,116.50,26.14
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Coconut ,7110.00,26660000.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Dry chillies,340.00,578.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Dry ginger,406.00,1299.20
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,other oilseeds,82.09,35.51
Andaman and Nicobar Islands,SOUTH ANDAMANS,2003,Whole Year ,Sugarcane,268.00,2879.52
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Kharif     ,Rice,10681.98,29119.66
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Arecanut,3160.67,3975.20
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Banana,1912.10,17374.40
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Black pepper,570.00,104.36
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Cashewnut,116.50,25.10
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Coconut ,7156.70,34750000.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Dry chillies,340.00,822.80
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Dry ginger,410.00,1462.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,other oilseeds,89.30,46.50
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Sugarcane,145.26,1560.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Kharif     ,Rice,8683.38,25870.98
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Arecanut,3250.78,3058.46
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Banana,1656.80,10251.13
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Black pepper,656.45,35.95
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Cashewnut,118.50,30.22
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Coconut ,7050.45,26430000.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Dry chillies,370.70,877.60
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Dry ginger,200.00,1800.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,other oilseeds,53.55,34.20
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Sugarcane,128.02,2448.20
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Sweet potato,131.90,700.35
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Tapioca,254.50,1480.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2005,Whole Year ,Turmeric,81.70,572.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Kharif     ,Rice,921.87,2539.64
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Arecanut,2000.00,2350.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Banana,483.00,4150.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Black pepper,413.10,20.18
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Cashewnut,79.50,26.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Coconut ,3483.09,14190000.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Dry chillies,124.60,34.70
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Dry ginger,100.90,900.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,other oilseeds,24.00,14.98
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Sugarcane,53.50,999.50
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Sweet potato,30.40,220.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Tapioca,40.00,160.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2006,Whole Year ,Turmeric,10.00,60.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn     ,Rice,1595.50,3788.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Autumn     ,Sugarcane,67.50,402.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Arecanut,1912.00,1900.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Arhar/Tur,20.50,13.20
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Black pepper,409.00,98.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Cashewnut,15.00,10.50
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Dry chillies,128.00,148.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Dry ginger,94.00,828.52
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Groundnut,15.50,7.60
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Maize,73.00,253.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Moong(Green Gram),29.90,17.85
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Sunflower,1.00,.50
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Sweet potato,32.00,235.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Turmeric,10.00,105.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Rabi       ,Urad,34.00,15.05
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year ,Banana,360.00,5517.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year ,Coconut ,3540.00,11000000.00
Andaman and Nicobar Islands,SOUTH ANDAMANS,2010,Whole Year ,Tapioca,22.50,220.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Arhar/Tur,21400.00,2600.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Bajra,1400.00,500.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Castor seed,1000.00,100.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Cotton(lint),7300.00,9400.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Dry chillies,3700.00,7100.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Groundnut,650800.00,228400.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Horse-gram,3300.00,1000.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Jowar,10100.00,10200.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Korra,2200.00,700.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Maize,2800.00,4900.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Moong(Green Gram),1300.00,500.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Other Kharif pulses,800.00,100.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Ragi,6700.00,11800.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Rice,35600.00,75400.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Sugarcane,700.00,72900.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Sunflower,35900.00,11100.00
Andhra Pradesh,ANANTAPUR,1997,Kharif     ,Tobacco,200.00,200.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Dry chillies,100.00,100.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Gram,28000.00,14800.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Groundnut,20200.00,21700.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Horse-gram,600.00,200.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Jowar,18800.00,9400.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Korra,100.00,100.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Maize,600.00,2400.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Ragi,600.00,1000.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Rice,18000.00,37300.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Sunflower,30100.00,11100.00
Andhra Pradesh,ANANTAPUR,1997,Rabi       ,Wheat,300.00,200.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Arhar/Tur,27400.00,9100.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Bajra,2600.00,1900.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Castor seed,3200.00,1000.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Cotton(lint),14000.00,12900.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Dry chillies,4000.00,10000.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Groundnut,755200.00,867800.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Horse-gram,2300.00,900.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Jowar,3700.00,5800.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Korra,4600.00,3400.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Maize,3300.00,6700.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Moong(Green Gram),2100.00,1300.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Other Kharif pulses,2000.00,300.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Ragi,7000.00,14900.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Rice,38300.00,96800.00
Andhra Pradesh,ANANTAPUR,1998,Kharif     ,Sunflower,21300.00,12200.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Dry chillies,200.00,200.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Gram,26200.00,25900.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Groundnut,25900.00,35800.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Horse-gram,700.00,500.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Jowar,14800.00,22100.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Maize,300.00,1600.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Ragi,700.00,1200.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Rice,26600.00,63900.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Sunflower,13500.00,3300.00
Andhra Pradesh,ANANTAPUR,1998,Rabi       ,Wheat,400.00,200.00
Andhra Pradesh,ANANTAPUR,1998,Whole Year ,Sugarcane,700.00,65900.00
Andhra Pradesh,ANANTAPUR,1998,Whole Year ,Tobacco,100.00,100.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Bajra,1635.00,889.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Castor seed,1880.00,355.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Cotton(lint),9453.00,10510.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Groundnut,694865.00,249457.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Horse-gram,1762.00,495.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Jowar,11131.00,14582.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Maize,3358.00,9540.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Masoor,23117.00,3861.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Moong(Green Gram),1546.00,1098.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Ragi,6215.00,11467.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Rice,37991.00,105082.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Sesamum,8.00,2.00
Andhra Pradesh,ANANTAPUR,1999,Kharif     ,Urad,4.00,2.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Bajra,99.00,54.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Gram,26835.00,9365.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Groundnut,21785.00,25358.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Horse-gram,1071.00,327.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Jowar,21487.00,30576.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Linseed,12.00,1.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Maize,455.00,2203.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Masoor,98.00,10.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Moong(Green Gram),1.00,1.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Ragi,734.00,1180.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Rice,20258.00,45669.00
Andhra Pradesh,ANANTAPUR,1999,Rabi       ,Safflower,881.00,145.00
